,원문,번역문
628,미라나 백화점은 어떻게 가야 하나요?,How can I get to Mirana Department Store? <END>
629,미미네 아기 이름은 뭐야?,What is Mimi's baby name? <END>
630,미미는 사람을 엄청나게 좋아하고 애교가 많아.,Mimi loves people and she is very sweet. <END>
631,너무 보고 싶은데 볼 수가 없네.,I miss you so much but I can't see you. <END>
632,미생은 웹툰을 원작으로 한 드라마입니다.,Miseng is a drama based on a webtoon. <END>
633,"미샤 화장품 판매장은 3, 4번 입구에 있어.",The Missha cosmetic store is loated in the front of exit 3 and 4. <END>
634,"미샤에서는, 타임 레볼루션 화이트큐어 블랑 세럼이 미백 제품이죠.","In Mishia, Time revolution White Cure Blanc Serum is the whitening product. <END>"
635,미세먼지 대책을 촉구합니다'는 대표적인 미세먼지에 관련된 정보와 자료들을 공유하는 온라인 카페예요.,We urge measures against fine dust' is a representative online café that shares information and data on fine dust. <END>
636,미시간은 점점 기온이 떨어지는 것 같아.,It feels like the weather is cooling down in Michigan. <END>
637,미얀마에 대학교를 설립하는 것은 미얀마의 우수한 인력을 선점하는데 유리한 환경을 제공할 것이에요.,Founding universities in Myanmar will be an advantage to preoccupy excellent human resources in Myanmar. <END>
638,미연이가 기다리는 사람은 누구일까요?,Who is Miyeon waiting for? <END>
639,미추홀 공원은 한국전통문화예술 공원이에요.,Michuholl Park is a Korean traditional cultural arts park. <END>
640,미키의 아버지가 아직 출발하지 못했습니다.,Mickey's father couldn't depart yet. <END>
641,미현이 너의 웨이팅 리스트인걸 알고 있는데 내가 너와 연락을 하며 그 일은 진행할 거야.,I know that Mihyun is on your waiting list and I am going to proceed that work having some contacts with you. <END>
642,민 씨 같은 기사 둔 적 없어요.,I've never hired a driver like Mr.Min. <END>
643,민수 아버지는 그를 외국에 데려가 총 한 발로 깔끔하게 살해하고 소미는 새로운 인생을 살았습니다.,Min Su's dad took him overseas and killed him with a shot of bullet and Somi started a new life. <END>
644,민수가 기분이 좋아 보여서 저도 기쁩니다.,I'm also happy that Min-su seems to feel good. <END>
645,민용이는 누나가 몇 명입니까?,How many sisters doesMinyoung have? <END>
646,밀면은 부산에 가면 꼭 먹어야 할 음식입니다.,Mil noodle is the food you have to eat in Busan. <END>
647,밀양의 중심에는 밀양강이 흐르고 있어요.,Mil Yang river flows in the center of the Mil Yang. <END>
648,"밀푀유는 맛있는 파이가 여러 겹을 이루는 페이스트리로, 달콤하고 바삭바삭한 프랑스식 고급 디저트입니다.","Mille feuille is a sweet and crunchy pastry composed of many layers of pies, and it is one of France's most distinguished desserts. <END>"
649,밈이란 특정한 사진에 메시지를 달아서 올리는 사진형 댓글입니다.,A meme is a photo comment which is uploaded with the message captioned on a certain image. <END>
650,바간으로 가는 버스는 어디에서 타야 할까요?,Where can I take a bus to Bagan? <END>
651,바닷가 작은 부엌 덕수궁 점입니다.,It's Deoksugung Palace branch of a small kitchen of the seaside. <END>
652,바버라는 간호사로부터 빨간 구두를 신은 여자아이 이야기를 들었다고 했어요.,Barbara told that she heard from the nurse about a girl with red shoes. <END>
653,바우식에는 이 제품이 없습니까?,Does Bowsick not have this product? <END>
654,바울은 자신의 동족들을 그리스도에게로 인도하기를 원했어요.,Paul wanted to direct his race to Christ. <END>
655,바이에른 뮌헨은 세계 최강의 축구팀이야.,Bayern Munich is the best soccer team in the world. <END>
656,바자야 대학을 다니는 것은 많은 장점이 있습니다.,It has many advantages to go to Vajaya university. <END>
657,바탕카스까지 가는 데 걸리는 시간은요?,How long does it take to get to Batangas? <END>
658,박근혜 대통령은 퇴진하라.,"President Park Guen-hye, step down. <END>"
659,박근혜 대통령은 하야하라.,"President Park Guen-hye, resign. <END>"
660,박은혜의 페이스북에 오신 걸 환영합니다.,Welcome to Eun Hye Park's facebook. <END>
661,박정현이 오늘 병원 가야 해서 결석한대요.,Jeonghyeon Park is going to be absent today as he needs to go to the hospital. <END>
662,박종규의 작업은 일반적으로 줌 아웃 해 바라보이는 시선을 철저하게 줌 인하여 들어갑니다.,Work of Park Jong-gyu zooms in thoroughly while general works zooms out. <END>
663,박지성의 어린 시절은 남들보다 키도 작고 체격도 안 좋아 그렇게 유망한 축구선수는 아녔습니다.,He wasn't a promising player in his youth because he was shorter and less fitted than the other players. <END>
664,박효신콘서트는 어땠어요?,How was the concert of Hyoshin Park? <END>
665,반잔에서는 뭐라고 하던가요?,What did Banzaan say? <END>
666,발레로 출발하는 비행기 시간이 몇 시죠?,What time is the flight departing for Bale? <END>
667,발우는 스님들의 공양그릇을 이르는 말입니다.,Balwoo stands for the Gongyang bowl used by monks. <END>
668,발우공양을 경험하고 이해하기 위해서는 복잡한 형식의 설명보다는 시작부터 끝까지 체험해보는 방법이 가장 좋습니다.,It is best to experience it from the beginning to the end to better understand the Balwoo Gongyang rather than to give a complicated explanation. <END>
669,발터에 입사한 지 4개월 됐습니다.,It's been 4 months since I joined Balter. <END>
670,방송대의 우정이란 곧 방송대 스터디 그룹의 우정이라고 할 수 있습니다.,The friendship in Open University could be considered as the friendship in its study group. <END>
671,방울맨을 피해 R 깃발을 뽑으세요.,Avoid the Bell Man and pull the R flag. <END>
672,배다리에 헌책방 골목이 있습니다.,There's a secondhand bookstore alley in Baedari. <END>
673,배튼은 택배 발송 시 부피가 큰가요?,Is Batton bulky in case of the delivery? <END>
674,백령도에 아이들이 좋아할 만한 것이 있을까요?,Is there something the children might like in Backryongdo? <END>
675,백령도에는 콩돌 해수욕장이 있어요.,"In Baekryeong-do island, we can find Kong-dol beach. <END>"
676,백로와 왜가리는 서식지의 건강성을 평가하기에 좋은 생물학적 지표종이에요.,Egret and Heron are good biological indicators to assess the health of the habitat. <END>
677,백록담과 함께 세 분 모두 너무 아름답습니다.,The three of you are so beautiful with Baekrokdam. <END>
678,백반 맛집이라 소개받고 왔어요.,I was recommended this place as a Baekban gourmet place. <END>
679,백제원 메뉴에는 어떤 것들이 있나요?,What is the menu of Baekjaewon? <END>
680,백제원의 전화번호가 어떻게 되죠?,What is the phone number of Baekjewon? <END>
681,밸런타인 데이는 많은 나라에서 기념합니다.,Valentine's day is celebrated in many countries. <END>
682,버뮤다 러프에서는 회전이 많이 나지 않습니다.,There isn't much rotation at Bermuda Rough. <END>
683,버버리로 가는 길을 알려 주시겠어요?,Could you tell me how to get to Burberry? <END>
684,버스봄비스는 버스안에서 스마트폰에 몰두하는 사람들을 칭하는 버스와 스몸비의 합성어입니다.,Bus Bombbis is a compound word of bus and Sumombi that refer to people who are immersed in smartphones on the bus. <END>
685,버스커 버스커의 벚꽃 엔딩이라는 노래를 좋아해요.,I like the song The Ending of Cherry Blossom by Busker Busker. <END>
686,버즈워드로 인스타그램 1건만 확인됐어.,Only one Instagram feed was identified by Buzzword. <END>
687,범종각이 있으면 그들이 타종도 하겠네요?,"If there is Beomjonggak, they will also do the bell-tolling, right? <END>"
688,법주사는 인천시 연수구 선학동에 있어요.,"Beopjusa Temple is located in Seonhak-dong Yeonsoo-gu, Incheon. <END>"
689,베네 러브의 시크릿 위생 팬티를 샀습니다.,I bought Bene Love's secret hygienic panty. <END>
690,베니스는 '물의 도시'라는 별명을 갖고 있습니다.,Venice has the nickname 'City of Water'. <END>
691,베다는 영원하고 무한한 지식입니다.,The Veda is eternal and timeless knowledge. <END>
692,베를린 장벽은 동독이 건설한 것으로서 서베를린을 동베를린과 그 밖의 동독으로부터 분리하는 장벽이에요.,"Berlin Wall, constructed by East Germany, is a barrier separating West Berlin from East Berlin and the rest of East Germany. <END>"
693,베스티의 700일 기념일을 축하합니다.,Congratulations on Bestie's 700 days anniversary. <END>
694,뉴욕에 있는 베터 사무용품점인가요?,Is it Better Office Supply in New York? <END>
695,베트남에서 귀사의 상품을 직접 확인하고 더 자세한 이야기를 하고 싶습니다.,I hope to check your company's products and talk with more minute details in Viet Nam. <END>
696,베트남의 재래시장이 어디죠?,Where is the traditional market in Vietnam? <END>
697,베트남이 아오자이를 입는 것처럼 한국도 전통 복장인 한복을 입습니다.,"Just as Vietnam wears Ao Dai, Korea wears traditional Hanbok. <END>"
698,베트남항공 카고는 직항이 있습니다.,There is a direct flight in Vietnam Airlines Cargo. <END>
699,"벤허를 봤는데, 생각보다 너무 재미있었다.",I saw Ben Hur and it was interesting than I thought. <END>
700,별 헤는 밤은 유명한 시인의 대표적인 시집이름을 따온 것입니다.,Counting at the stars at night is chosen from the name of his famous poet. <END>
701,별주방이라는 술집을 찾고 있는데요.,I am looking for a bar called Beyoljubang. <END>
702,보니와 친구들로부터 나는 칭찬을 받았어요.,"From Bonny and friends, I got a compliment. <END>"
703,보라매 공원에서 연날리기하는 모습을 봤어요.,I saw kiting at Borame Park. <END>
704,보령머드 축제는 7월 충청남도 보령에서 열린다.,"The mud festival in Boryung takes place every July at Boryung, Chungchungnam-do. <END>"
705,보물섬의 야경이 아주 근사하네요.,The night view from Treasure Island is marvelous. <END>
706,보보쇼즈 브랜드 또한 궁금합니다.,I am also curious about the brand Bobo Shoes. <END>
707,보소에 있는 작은 어촌이에요.,It is a small fishing village in Boso. <END>
708,보홀 지진 피해가 심한 거 같던데 괜찮나요?,"It looks very damaged by the earthquake in Bohol, but are you fine? <END>"
709,복수클럽에 오신 걸 환영합니다.,Welcome to Revenge Club. <END>
710,본초위를 이용해 지친 컨디션을 회복해야 합니다.,You have to revitalize your exhausted condition using Bonchowi. <END>
711,볼케이노 닭 다리와 매운 떡볶이를 먹었어요.,I ate the volcano drumstick and spicy ttekbokki. <END>
712,볼티모어의 젠트리피케이션과 관련된 매거진을 만드는 건가요?,Are you making zine related to gentrification in Baltimore? <END>
713,봉산탈 춤에 대해 들어본 적이 있습니까?,Have you ever heard of Bongsan Mask dance? <END>
714,부대찌개 주문 시 라면 사리 1개 제공됩니다.,"If you order Budaejjigae, we provide extra ramen for free. <END>"
715,부산 급행표로 부탁합니다.,"Express ticket to Pusan, please. <END>"
716,부산에는 근처에 해수욕장이 많이 있습니다.,There are many beaches nearby in Busan. <END>
717,부산에는 맛있는 해산물이 많이 있습니다.,There are plenty of delicious seafood in Busan. <END>
718,부산에는 바다가 많이 있었습니다.,There were lots of oceans in Busan. <END>
719,부산에서 돼지국밥 먹었어?,Did you eat Doaejiguckbab in Busan? <END>
720,부산에서 유명한 곳은 영화의전당인데 이곳은 해운대 센텀시티에 있어.,"The Hall of Movie is famous in Busan, and it is located in Centum City at Haeundae. <END>"
721,부산의 문제점으로는 저출산 문제가 있지.,One of the problems in Busan is the low rate of birth. <END>
722,부산국제영화제 외에도 부산에는 인기 있는 축제들이 많이 있습니다.,"Aside from the Pusan International Film Festival, there are many popular festivals in Busan. <END>"
723,부산바다축제의 매력에 흠뻑 빠질 수 있습니다.,You can really enjoy the charms of Busan Ocean Festival. <END>
724,부여는 공주와 더불어 역사가 싶은 지역입니다.,BooYeo has a deep history same as GongJoo. <END>
725,부천체육관은 6블록쯤 올라가면 있습니다.,Bucheon Gymnasium is located about 6 blocks ahead. <END>
726,부킹엔진 사이트에서 예약을 하려고 하면 아래와 같은 오류가 발생합니다.,An error as below occurs when I try to reserve in the Booking Engine website. <END>
727,부평시장역은 인천 선만 정차하는 역이에요.,Bupyung Station is where only Line 1 stops. <END>
728,북수원 스파플렉스라는 곳인데요.,It's a place called the North Suwon Spaplex. <END>
729,분짜는 베트남 하노이 지방의 대표적인 음식인데 정말 모두가 좋아할 만한 맛입니다.,"Bun Cha is a representative of Hanoi of Viet Nam, and it is so tasty that everyone will love it. <END>"
730,"불고기 요리는 크게 양념 만들기, 고기 양념에 재기, 불에 굽기의 과정으로 만들어집니다.","The steps to making bulgogi include making the sauce, pickling the meat with it, and then roasting it on fire. <END>"
731,"브라운 씨, 이분이 오 선생이십니다.","Mr.Brown, this is Mr.Oh. <END>"
732,브라운 씨에게 아래 설명과 같은 주사위 던지기 게임을 할 수 있는 권리가 주어졌습니다.,Mr.Brown was given a right to play a dice rolling game as explained below. <END>
733,브레스킨 원더블러는 여성을 위한 천연 수제비누입니다.,Breathkin Wonderblur is a natural handmade soap for women. <END>
734,블루가 단순히 말하는 영화였더라면 불가능한 타이틀이었을 것입니다.,"If Blue was simply a Telling movie, it wouldn't be possible to put such title. <END>"
735,비기는 언제나 멋진 것 같아.,Biggie is so cool always. <END>
736,비빔밥은 나의 추억이 담긴 음식이에요.,Bibimbap is a food that I have my memories. <END>
737,"비트코인은 이와같이 실제 돈은 아니지만, 물건을 사거나 서비스 이용료를 결제할 수 있는 돈이에요.","Bitcoin is not actual money, but a type of money that can be used to buy items or pay for service usage. <END>"
738,비트코인을 이야기할 때 같이 언급되는 개념이 블록체인입니다.,Another concept that is mentioned together when talking about Bitcoin is Blockchain. <END>
739,"비틀즈가 음반사와 계약하는 과정에서, 피트 베스트가 강제 탈퇴가 되고 링고 스타로 대체되었습니다.","In the process of making a contract of The Beatles, Pete Best was impulsively broke away and replaced with Ringo Starr. <END>"
740,빅락락크릭 입점기념 3+1 행사를 엽니다.,We hold 3+1 event celebrating an opening of Big Rockrock Crick. <END>
741,빅뱅 노래 중 알고 있는 것은 Dirty Cash뿐이네요.,The only Big Bang song I know is Dirty Cash. <END>
742,빅뱅 멤버 중 누구를 가장 만나고 싶은가요?,Who do you want to meet the most among members of Bigbang? <END>
743,빅뱅과 스티커 사진찍기에 성공했어요.,I succeed to take a sticker photo with Big Bang. <END>
744,빅뱅이 나왔었을 때가 제일 좋아요.,I like it the best when Big Bang came out. <END>
745,빌이 없더라도 회의를 진행합시다.,Let's go on meeting without Bill. <END>
746,너 이 노래 들어봤어?,Have you heard this song? <END>
747,빨간머리 앤의 원제는 초록 지붕의 앤 입니다.,The original title of Red-haired Anne is Anne of Green Gables. <END>
748,뽀로로 마을 선장 직업 체험에서 탐험선을 타고 보물을 찾으러 가다 범고래를 만났대요.,"During experience becoming the captain of Pororo’s village, they met a killer whale while cruising and seeking for treasure. <END>"
749,뽀로로 전화는 어떻게 이용하나요?,How can I use the Pororo phone? <END>
750,뽀로로가 소방차가 출동하는 소방서에서 소방관이 됐어요.,Pororo became a firefighter at the firehouse where fire trucks rush from. <END>
751,뽀로로가 왜 경찰서에 갔나요?,Why did Pororo go to the police station? <END>
752,뽀로로와 북극 탐험대가 위기를 맞았어요.,The polar expedition and Pororo faced the crisis. <END>
753,뽀로로의 마을에 늑대인간이 습격했어요.,The werewolf attacked Pororo's village. <END>
754,사곶해수욕장의 모래는 단단하여 해변 드라이빙이 가능합니다.,The sand of Sagod beach is so hard that beach driving is possible. <END>
755,"사드를 배치하면 그 지역의 땅값이 오르지 않고, 이런 시설 때문에 그 지역에 피해가 크게 발생하기 때문입니다.","Because when THAAD is deployed, the land value of the area does not increase and this kind of facility occurs big damages. <END>"
756,"사드문제는 미국이 결정한 것이기 때문에, 한국은 그저 장단을 맞춰주는 것일 것이에요.","Because THAAD matter is determined by the US, Korea is just following the US. <END>"
757,사랑도 통역이 되나요? 라는 영화입니다.,It's a movie named Lost in Translation. <END>
758,사랑은 비를 타고 의 저녁 공연이 있습니다.,There's an evening play of Singing in the Rain. <END>
759,사리면은 괴산군의 중심지와는 비교적 멀기 때문에 오히려 더 가까운 증평군을 이용하고 있는 실정입니다.,"As Sari-myeon is pretty far from the center of Geosan-gun, people usually go to Jeungpyeong-gun which is nearby. <END>"
760,"사물놀이, 제기차기, 초가집 등을 직접 보고 체험할 수 있습니다.","Foreigners can have experience in person like watching thatched houses, Samulnori performance, and playing Jegichagi. <END>"
761,사보이아르디를 커피시럽에 담가서 적셔주세요.,Soak Savoiardi in coffee syrup. <END>
762,사생은 결코 팬이라고 할 수 없습니다.,Sa-sengs can never be regarded as fans. <END>
763,"사이먼교수님, 안녕하세요.","Professor Simon, How are you? <END>"
764,사키와 한국에 올 계획을 짜.,Make a plan to come to Korea with Sakie. <END>
765,사피아노 럭스백은 프라다의 삼각로고 이외에 겉으로 드러나는 장식이 없는 것이 특징입니다.,The Saffiano Lux Bag features only Prada's triangular logo and no visible decoration. <END>
766,살바토르 문디는 예수를 그린 그림으로 레오나르도 다빈치의 작품이에요.,Salvator Mundi is a painting of Jesus drawn by Leonardo da Vinci. <END>
767,삼각지역으로 가려면 어디서 갈아타야 하나요?,Where do I transfer to go to Samgakji stations? <END>
768,"삼도회사의 성분을 보면 총 6가지 항목으로 나오는데, 저희가 받은 성분표에는 5가지만 나와 있습니다.","If you look at the ingredients of company Samdo, it will show total 6 categories, but in the ingredient list we got, there are only five. <END>"
769,삼랑성 축제에는 어떤 행사를 하나요?,What events take place in Samnangseong festival? <END>
770,삼복이 지나니 아침저녁으로 날씨가 선선해요.,The weather is cold nowadays since Sambok is over. <END>
771,삼성 라이온즈에는 잘생긴 선수들도 있습니다.,There are also some good looking players on the Samsung Lions team. <END>
772,삼성 서울 병원이 감염된 것은 이번이 네 번째입니다.,This is the fourth time that Samsung Seoul hospital got infected. <END>
773,삼성 티브이에 사용하는 One Connect BOX 액세서리 입니다.,It is One Connect BOX accessory used for Samsung TVs. <END>
774,삼성 면접은 몇 시에요?,What time is the interview for Samsun? <END>
775,삼성에 메일로 레이더 자료를 보냈습니다.,I sent a mail to Samsung about radar data. <END>
776,삼성에서 지난 번 출장과 같이 비행편으로 움직였으면 하는 요청이 있습니다.,I have a request from Samsung to move by plane like my last business trip. <END>
777,삼성은 딸기를 1톤씩 포장 가능한지 알고 싶어 해요.,Samsung would like to know if 1-ton packing of strawberries is possible. <END>
778,삼성의 단가에는 신규 비용이 포함되어 있었습니다.,Samsung's price included a launching cost. <END>
779,삼성이 에이전트를 결정하는 데 중요합니다.,Samsung is important in determining the agent. <END>
780,삼성역까지 지하철로 42분 정도 걸려.,It takes about 42 minutes to Samsung station by subway. <END>
781,삿포로는 한국에서 출발하는 직항편이 있어 여행의 시작점이 되는 홋카이도 최대의 도시입니다.,Sapporo is the starting point of Hokkaido trip because there are nonstop flights departing from Korea. <END>
782,상동호수공원에서 무엇을 볼 수 있나요?,What can I see at the Sangdong Lake Park? <END>
783,상록수 휴양원은 폐교를 활용한 시설입니다.,Sangloksu Recreation Center is built by utilizing the closed school. <END>
784,"새끼고양이 소년은 이미 예약이 됐는데, 그래도 당신이 원한다면 페디그리를 보여줄 수 있습니다.","Kitten boy is already booked but if you want, I will show you Pedigree. <END>"
785,새마을운동은 다음과 같은 단계로 진행되었어.,The Saemaul movement proceeded as the next steps. <END>
786,새아침 공원의 체험 학습 프로그램이 잘 되어 있어요.,The New Morning Park has great field trip programs. <END>
787,새우깡은 갈매기들이 제일 좋아하는 과자에요.,Saewooggang is the favorite snack of seagulls. <END>
788,새침이가 넙순이의 마음을 훔쳤어요.,Saechimi stole Nupsoone's heart. <END>
789,샤누'CHANOU'는 마누테라스에 이어 샤누마누 그룹의 2번째 레스토랑입니다.,Chanou is 2nd restaurant of Chanoumanu group followed by Manuterrace. <END>
790,샬롯은 진정한 사랑보다 상대방의 배경을 더 중시합니다.,We can see Charlotte is more concerned with the background of partner than love. <END>
791,샹그릴라 리조트에 전화하고 싶습니다.,I want to call Shangrila Resort. <END>
792,서면에 있는 할머니 댁에 가는 중이야.,I'm going to my grand mother's house where is at Seomyun. <END>
793,서울 월드컵경기장에 어떻게 가나요?,How do you go to Seoul world-cup stadium? <END>
794,서울보다 30분 늦은 평양시간이 등장하면서 이후 개성공단 출입경과 남북 민간교류 등에서 일부 혼란이 발생하기도 했어요.,It caused some confusion on entering Gaeseong Industrial Complex and private interchanges between South and North Korea as soon as the Pyeongyang time which is 30 minutes later than Seoul has appeared. <END>
795,서울에 다시 오면 맛있는 것 사 줘.,Treat me with nice food when I come back to Seoul. <END>
796,서울에 있는 대학은 들어가기 어려워.,It's hard to get into universities in Seoul. <END>
797,서울에 지진이 발생했다고 앤드류가 말했습니다.,Andrew said that the earthquake has happened in Seoul. <END>
798,서울지도를 그려드릴게요.,I'll draw a Seoulmap for you. <END>
799,서울성경신학대에 지원한 MURTAZA ALI 학생의 인보이스와 지원서 양식을 보내드려요.,I'm sending you the student MURTAZA ALI’s invoice and application form who applied for Seoul Bible Graduate of Theology. <END>
800,서울역 광장 1번 출구 앞에서 보자.,Let's meet in front of the 1 exit at Seoul station plaza. <END>
801,서울역에서 순환 버스를 타세요.,Take the bus on the circular route at Seoul station. <END>
802,서초구는 완전 깔끔해요.,Seocho District is really neat and clean. <END>
803,서촌에는 전통 집이 많이 있습니다.,There are a lot of Korean traditional houses in SeoChon. <END>
804,서촌에는 한옥이 많이 있었습니다.,There were lots of Korean traditional houses in Seo Chon. <END>
805,석가는 낙지를 뜻하는 한자어입니다.,Seokga is a Sino-Korean word for octopus. <END>
806,석정루라고 인천항 방향에 있는 정자거든요.,"It is Sukjeongru, a pavilion located in the direction of the Incheon Port. <END>"
807,석촌호수는 잠실에 있는 아름다운 호수입니다.,Seokchon lake is a beautiful lake located in Jamsil. <END>
808,섞박지는 김장을 한 뒤 남은 무와 배추를 섞어 만들어서 익기 전에 먹는 김치입니다.,Seokbakji is Kimchi eaten before it is fermented and is made by mixing radish and Chinese cabbage left after Gimjang. <END>
809,선 한정식집의 영업시간은 어떻게 되죠?,What are the Seon Hanjeongsik Jip Restaurant business hours? <END>
810,"선아씨, 시선 처리 완벽하고요.","Sun-a, the level of vision is perfect. <END>"
811,선학 경기장에서는 하키 경기가 열려요.,Seonhak Stadium holds hockey games. <END>
812,선학 하키경기장 근처 선학파출소로 가려면 어떻게 해야 하나요?,How do I get to the police station near Sunhak Hockey Stadium? <END>
813,선학동 정류장에 내리면 경기장이 바로 앞에 있나요?,"If I get off to the Sunhak-dong bus stop, is the stadium right in front of me? <END>"
814,설날의 추억이 있는 게 있나요?,Do you have any favorite Sul-nal moment? <END>
815,설빙도 영문으로 간판이 되어 있나요?,Is Seulbing also done in English on the sign? <END>
816,설악산은 큰 계곡이 많아 아름답습니다.,Seoraksan Mountain is beautiful because it has a lot of large valleys. <END>
817,섭국은 속초 향토음식으로 홍합과 다양한 야채를 넣고 맛을 낸 음식이에요.,"Seob guk is a local dish of Sokcho, and it contains mussel and various vegetables. <END>"
818,섭지코지의 끝에 있는 등대 위에 서서 바다의 푸른빛과 어우러진 해안 절경을 감상하는 것이 포인트입니다.,The main attraction of this place is to enjoy the spectacular landscape of the beach and blue color of the sea all together while standing on the lighthouse locating at the end of the Seopjikoji. <END>
819,성산일출봉도 매우 유명한 관광지예요.,Seongsan Ilchulbong Tuff Cone is very famous tourist site. <END>
820,성수동도 머지않은 미래에는 젠트리피케이션 현상을 피할 수 없을 것입니다.,Seongsu dong cannot avoid the gentrification phenomenon in the near future. <END>
821,세븐 일레븐을 이용하지 그러세요?,Why don't you try the 7-Eleven? <END>
822,세정이만 읽는 게 아니라 모두가 편지를 본다는 걸 잊지 마세요.,Keep in mind as you write that not only Sejung will read the letter but everyone. <END>
823,세종대왕은 훌륭하신 분이에요.,King Sejong is a great person. <END>
824,세종대왕이 한글창제를 반포한 지 567년이 되었습니다.,It has been 567 years since King Sejong proclaimed the creation of Hangul. <END>
825,센 텔라 패드 한 장이면 수정 화장 끝입니다.,Just one of our Centella pads will fix up your make up real good. <END>
826,센토사섬까지 택시 요금이 얼마입니까?,How much is the taxi fare to Sentosa Island? <END>
827,센트비 회원가입 절차는 간단합니다.,The registration process of Sentbe is simple. <END>
828,소녀시대는 제가 제일 좋아하는 가수에요.,Girl's Generation is my favorite singer. <END>
829,소녀시대의 윤아도 이번 패션쇼에 참석했습니다.,Yuna from Girls Generation attended this fashion show. <END>
830,"소리야, 너 여기 와본 적 있니?","Sori, have you ever been here? <END>"
831,소미씨는 취미가 뭐예요?,"What is your hobby, Somi? <END>"
832,소야도 선착장에서 죽노골로 가려면 어떻게 해야 하나요?,How can I get to the Jooknoh-gol from Soya-do Quay? <END>
833,소정씨 일은 정말 안타깝게 됐어요.,I am sorry to hear about Sojung's matter. <END>
834,소지섭은 인천에서 고등학교를 졸업했어요.,Ji-seob So graduated from high school in Incheon. <END>
835,소지섭은 나의 마음을 설레게 만듭니다.,Jiseop So makes my heart flutter. <END>
836,"송매니저님, 뭐가 그렇게 좋으세요?","Songmanager, what are you so happy about? <END>"
837,송도 명가족발의 영업시간은 어떻게 되나요?,When are the opening hours of Myeonggajokbal in Songdo? <END>
838,송도 푸르지오 월드마크 1단지 1층에 있어요.,It's on the first floor of Songdo Prugio Worldmark 1st complex. <END>
839,송도가 인천에서는 따로 떨어져 있네요.,Song-do is away from Incheon. <END>
840,"송이매니저님, 오늘은 기분이 어때요?","Song-ii manager, how are you feeling today? <END>"
841,송정역이 어디에 있을까요?,Where is Songjeong station? <END>
842,송편은 솔잎을 깔고 쪄낸 떡이라는 의미입니다.,Songpyun means a rice cake steamed with spreading pine needles. <END>
843,"쇼맨 샤먼이라는 제목으로, 배우가 곧 무당이라는 의미가 있습니다.",Its name is Showman Shaman meaning the actor is a shaman. <END>
844,"쇼미더머니4에서는 그는 아쉽게 3등을 했지만, 모든 시청자가 그가 1등이라고 생각하고 있을 것입니다.","Much to my regret, he ranked in third place in Show Me the Money 4 but probably all viewers will think him as the first. <END>"
845,쇼코는 잔을 받아들고 천천히 맛있다는 듯 한 모금 마시고 방긋 웃었습니다.,"Shoko picked up the cup, took a drank slowly and enjoyably, and then smiled. <END>"
846,수기 해수욕장의 화장실은 이동식 간이 화장실이 아닙니다.,The toilets at the Sugi Beach are not temporary portable toilets. <END>
847,수봉산은 만월산의 줄기인데 산 외엔 평지예요.,Subong mountain is the stem of Manwal mountain and it is all flatland except for the mountain area. <END>
848,"수아야, 우리 큰일 났어.","Sua, we are in trouble. <END>"
849,수원 화성은 1994년 12월 유네스코 세계 문화유산에 등록되었습니다.,"Suwon Hwasung Fortress was designated as a UNESCO World Heritage property in December, 1994. <END>"
850,"수원 화성은 걸어서 관람이 가능하고, 성벽을 따라 산책로가 매우 잘 조성되어있어 산책하기 좋습니다.",Suwon Hwasung Fortress is possible to look around by walking and nice to take a walk because the walking course is really well-made through the rampart. <END>
851,수원 내에 있는 대학은 몇 개 안 됩니다.,There are a few colleges in Suwon. <END>
852,"수자야, 너 음료는 뭐로 할 거야?","What do you want for drinks, Suja? <END>"
853,"수지씨, 몇 시에 끝나십니까?","Suji, what time do you finish? <END>"
854,"수지씨, 집에 도착하면 연락해요.","Suji, give me a call when you arrive at home. <END>"
855,"수진아, 내 말 듣고 있는 거야?","You listening to me, Sujin? <END>"
856,수진의 부탁으로 체크받으러 왔습니다.,"I'm here for a check-up, asked by Sujin. <END>"
857,수협어판장 역시 걸어서 5분 정도면 갑니다.,It also takes 5 minutes to Suhyup Fish Market by walk. <END>
858,"수호매니저님, 이 팔찌는 얼마예요?","Suho manager, how much does it cost for this bracelet? <END>"
859,수호씨 몸 상태는 좀 어때요?,How is Suho's condition? <END>
860,"수호야, 나는 커서 뭐가 될까?","Suho, What will I be when I grow up? <END>"
861,숙우에 뜨거운 물을 부어 식혀요.,Pour hot water into the suku and cool it off. <END>
862,순대 외에도 돼지의 여러 부위가 들어가서 어우러져 있어서 많은 사람의 사랑을 받고 있습니다.,"In addition to Soondae, it contains multiple parts of the pig, receiving the love of many people. <END>"
863,"순대는 떡볶이와 함께 한국 길거리 음식의 대표주자이며, 돼지의 창자로 만듭니다.",Soondae is made with pig intestines and it is one of the popular Korean street foods alongside tteokbokki. <END>
864,"숭실대 정보통계보험수리학과에 입학하면 통계수학, 프로그래밍, 통계수치해석, 데이터 마이닝 등의 과목을 이수해야 합니다.","If I go into the Soongsil University and major in Information Technology and Statistics insurance hydrography, then I must complete subjects like Statistics, Programming, Numerical Statistics Analysis, and Data Mining. <END>"
865,쉐라톤 호텔에는 스파가 입점해 있어요.,There is a spa in Sheraton Hotel. <END>
866,쉬퍼와 같이 그 사실을 체크해주세요.,Please check it with shipper. <END>
